Numeracao_geral	Numeracao_p_analise	Localizacao	ponto	numeracao_animal	tcmax_final	LogCTM	Taxon	Classe	Ordem	Famila	Sub-Familia	Genero	Especie	Sexo	Nofly/Fly	Habitat	Latitude	Longitude	Altitude	Localidade	Temperatura	TempAR	TempSOLO	Peso (g)
975	3	3.0	3	124	44.00	1.64	Artrhopoda	Arachnida	Araneae	Tetragnathidae	0	0	0	0	No	MAAltitude	-22.872	-45.466	579	HortoFlorestalCamposdoJordao			15	0.0001
977	3	3.0	3	126	36.00	1.56	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	MAAltitude	-22.872	-45.466	579	HortoFlorestalCamposdoJordao			15	0.0019
978	3	3.0	3	127	39.50	1.60	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	MAAltitude	-22.872	-45.466	579	HortoFlorestalCamposdoJordao			15	0.0001
979	3	3.0	3	128	40.50	1.61	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	MAAltitude	-22.872	-45.466	579	HortoFlorestalCamposdoJordao			15	0.0001
980	3	3.0	3	129	41.00	1.61	Artrhopoda	Arachnida	Araneae	Linyphiidae	0	0	0	0	No	MAAltitude	-22.872	-45.466	579	HortoFlorestalCamposdoJordao			15	0.0001
981	3	3.0	3	130	42.00	1.62	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	MAAltitude	-22.872	-45.466	579	HortoFlorestalCamposdoJordao			15	0.0001
982	3	3.0	3	131	42.00	1.62	Artrhopoda	Arachnida	Araneae	Theridiidae	0	0	0	0	No	MAAltitude	-22.872	-45.466	579	HortoFlorestalCamposdoJordao			15	0.0001
983	3	3.0	3	132	43.00	1.63	Artrhopoda	Arachnida	Araneae	Lycosidae	0	0	0	0	No	MAAltitude	-22.872	-45.466	579	HortoFlorestalCamposdoJordao			15	0.0001
984	3	3.0	3	133	43.00	1.63	Artrhopoda	Arachnida	Araneae	Lycosidae	0	0	0	0	No	MAAltitude	-22.872	-45.466	579	HortoFlorestalCamposdoJordao			15	0.0001
986	3	3.0	4	135	31.00	1.49	Artrhopoda	Arachnida	Araneae	Titanoecidae	0	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			15	0.0001
987	3	3.0	4	136	34.00	1.53	Artrhopoda	Arachnida	Opiliones	Gonyleptidae	0	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
988	3	3.0	4	137	36.00	1.56	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
989	3	3.0	4	138	36.00	1.56	Artrhopoda	Arachnida	Opiliones	Gonyleptidae	0	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
990	3	3.0	4	139	36.00	1.56	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
991	3	3.0	4	140	40.00	1.60	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
992	3	3.0	4	141	41.00	1.61	Artrhopoda	Arachnida	Araneae	0	0	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
994	3	3.0	4	143	31.00	1.49	Artrhopoda	Arachnida	Opiliones	Laniatores	0	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
995	3	3.0	4	144	33.00	1.52	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
996	3	3.0	4	145	35.00	1.54	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
999	3	3.0	4	148	39.00	1.59	Artrhopoda	Arachnida	Araneae	Zoridae	0	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
1000	3	3.0	4	149	41.00	1.61	Artrhopoda	Arachnida	Araneae	Theridiosomatidae	0	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
1001	3	3.0	4	150	41.00	1.61	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
1002	3	3.0	4	151	42.00	1.62	Artrhopoda	Arachnida	Opiliones	Gonyleptidae	0	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
1004	3	3.0	4	153	42.00	1.62	Artrhopoda	Arachnida	Araneae	Lycosidae	0	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
1005	3	3.0	4	154	44.00	1.64	Artrhopoda	Arachnida	Araneae	Lycosidae	0	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
1006	3	3.0	4	155	32.50	1.51	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
1007	3	3.0	4	156	36.00	1.56	Artrhopoda	Arachnida	Opiliones	Gonyleptidae	0	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
1008	3	3.0	4	157	37.00	1.57	Artrhopoda	Arachnida	Opiliones	Gonyleptidae	0	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
1009	3	3.0	4	158	39.00	1.59	Artrhopoda	Diplopoda	Polydesmida	0	0	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0012
1010	3	3.0	4	159	42.00	1.62	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
1011	3	3.0	4	160	43.00	1.63	Artrhopoda	Diplopoda	Polydesmida	0	0	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0002
1012	3	3.0	4	161	44.00	1.64	Artrhopoda	Arachnida	Araneae	Ctenidae	0	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0010
1013	3	3.0	4	162	46.00	1.66	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0006
1014	3	3.0	4	163	33.00	1.52	Artrhopoda	Chilopoda	Geophilomorpha	0	0	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0002
1015	3	3.0	4	164	36.00	1.56	Artrhopoda	Arachnida	Opiliones	Gonyleptidae	0	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
1016	3	3.0	4	165	37.00	1.57	Artrhopoda	Diplopoda	Polydesmida	0	0	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
1017	3	3.0	4	166	38.00	1.58	Artrhopoda	Arachnida	Araneae	Titanoecidae	0	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
1018	3	3.0	4	167	40.00	1.60	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
1020	3	3.0	4	169	40.00	1.60	Artrhopoda	Diplopoda	Polydesmida	0	0	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
1021	3	3.0	4	170	41.00	1.61	Artrhopoda	Insecta	Dermaptera	0	0	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0006
1022	3	3.0	4	171	44.50	1.65	Artrhopoda	Arachnida	Araneae	Ctenidae	0	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0048
1023	3	3.0	4	172	45.00	1.65	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0182
1024	3	3.0	4	173	47.00	1.67	Artrhopoda	Insecta	Dermaptera	0	0	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
1025	3	3.0	4	174	48.00	1.68	Artrhopoda	Insecta	Hymenoptera	Formicidae	Formicinae	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0005
1027	3	3.0	4	176	34.00	1.53	Artrhopoda	Insecta	Blattodea	0	0	0	0	0	Yes	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0006
1028	3	3.0	4	177	35.00	1.54	Artrhopoda	Insecta	Blattodea	0	0	0	0	0	Yes	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0010
1029	3	3.0	4	178	35.50	1.55	Artrhopoda	Chilopoda	Geophilomorpha	0	0	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
1030	3	3.0	4	179	36.50	1.56	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
1031	3	3.0	4	180	37.00	1.57	Artrhopoda	Arachnida	Acari	0	0	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
1032	3	3.0	4	181	37.50	1.57	Artrhopoda	Diplopoda	Polydesmida	0	0	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
1033	3	3.0	4	182	38.00	1.58	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
1034	3	3.0	4	183	38.50	1.59	Artrhopoda	Arachnida	Araneae	Linyphiidae	0	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
1035	3	3.0	4	184	40.50	1.61	Artrhopoda	Insecta	Dermaptera	0	0	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
1036	3	3.0	4	185	41.50	1.62	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
1037	3	3.0	4	186	42.00	1.62	Artrhopoda	Insecta	Blattodea	0	0	0	0	0	Yes	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
1038	3	3.0	4	187	42.50	1.63	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
1039	3	3.0	4	188	49.00	1.69	Artrhopoda	Arachnida	Acari	0	0	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
1041	3	3.0	4	190	34.00	1.53	Artrhopoda	Arachnida	Araneae	Zoridae	0	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
1042	3	3.0	4	191	34.00	1.53	Artrhopoda	Arachnida	Opiliones	Gonyleptidae	0	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
1043	3	3.0	4	192	37.50	1.57	Artrhopoda	Diplopoda	Polydesmida	0	0	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0029
1044	3	3.0	4	193	42.50	1.63	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0011
1045	3	3.0	4	194	43.50	1.64	Artrhopoda	Arachnida	Araneae	Linyphiidae	0	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
1046	3	3.0	4	195	44.00	1.64	Artrhopoda	Arachnida	Araneae	Theridiidae	0	0	0	0	No	MAAltitude	-22.811	-45.553	1474	HortoFlorestalCamposdoJordao			16	0.0001
1047	3	3.0	4	196	48.00	1.68	Artrhopoda	Arachnida	Araneae	Salticidae	0	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0011
1049	3	3.0	5	198	34.00	1.53	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	Yes	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0001
1050	3	3.0	5	199	35.00	1.54	Artrhopoda	Malacostraca	Isopoda	0	0	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0009
1051	3	3.0	5	200	41.00	1.61	Artrhopoda	Arachnida	Opiliones	Gonyleptidae	0	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0001
1052	3	3.0	5	201	44.00	1.64	Artrhopoda	Arachnida	Araneae	Theridiidae	0	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0001
1053	3	3.0	5	202	44.50	1.65	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0006
1054	3	3.0	5	203	46.50	1.67	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0002
1055	3	3.0	5	204	48.50	1.69	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0010
1056	3	3.0	5	205	49.00	1.69	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0001
1057	3	3.0	5	206	34.00	1.53	Artrhopoda	Arachnida	Araneae	Theridiidae	0	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0001
1058	3	3.0	5	207	34.00	1.53	Artrhopoda	Arachnida	Araneae	Theridiidae	0	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0001
1059	3	3.0	5	208	37.00	1.57	Artrhopoda	Insecta	Blattodea	0	0	0	0	0	Yes	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0001
1060	3	3.0	5	209	38.00	1.58	Artrhopoda	Insecta	Blattodea	0	0	0	0	0	Yes	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0001
1061	3	3.0	5	210	41.00	1.61	Artrhopoda	Arachnida	Araneae	Titanoecidae	0	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0001
1063	3	3.0	5	212	44.00	1.64	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0001
1064	3	3.0	5	213	45.00	1.65	Artrhopoda	Arachnida	Araneae	Theridiidae	0	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0001
1065	3	3.0	5	214	47.00	1.67	Artrhopoda	Insecta	Hymenoptera	Formicidae	Formicinae	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0001
1066	3	3.0	5	215	47.00	1.67	Artrhopoda	Insecta	Hymenoptera	Formicidae	Formicinae	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0001
1067	3	3.0	5	216	47.50	1.68	Artrhopoda	Insecta	Hymenoptera	Formicidae	Formicinae	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0001
1068	3	3.0	5	217	50.00	1.70	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0013
1070	3	3.0	5	219	34.00	1.53	Artrhopoda	Arachnida	Araneae	Zoridae	0	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0001
1071	3	3.0	5	220	36.00	1.56	Artrhopoda	Arachnida	Opiliones	Gonyleptidae	0	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0001
1072	3	3.0	5	221	38.50	1.59	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0001
1073	3	3.0	5	222	39.00	1.59	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0001
1074	3	3.0	5	223	40.50	1.61	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0001
1075	3	3.0	5	224	41.00	1.61	Artrhopoda	Arachnida	Araneae	Theridiidae	0	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0001
1076	3	3.0	5	225	41.00	1.61	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	Yes	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0001
1077	3	3.0	5	226	42.50	1.63	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0001
1078	3	3.0	5	227	43.00	1.63	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0001
1079	3	3.0	5	228	45.50	1.66	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0007
1080	3	3.0	5	229	46.50	1.67	Artrhopoda	Arachnida	Araneae	Salticidae	0	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0001
1081	3	3.0	5	230	47.00	1.67	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0008
1082	3	3.0	5	231	47.00	1.67	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0008
1084	3	3.0	5	233	36.50	1.56	Artrhopoda	Malacostraca	Isopoda	0	0	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0001
1086	3	3.0	5	235	39.00	1.59	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0001
1087	3	3.0	5	236	39.00	1.59	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0004
1090	3	3.0	5	239	41.00	1.61	Artrhopoda	Insecta	Hymenoptera	Formicidae	Formicinae	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0001
1091	3	3.0	5	240	44.00	1.64	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0001
1092	3	3.0	5	241	44.50	1.65	Artrhopoda	Arachnida	Araneae	Pholcidae	0	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0001
1093	3	3.0	5	242	46.50	1.67	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0012
1094	3	3.0	5	243	46.50	1.67	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0006
1095	3	3.0	5	244	47.00	1.67	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0007
1096	3	3.0	5	245	47.00	1.67	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0007
1097	3	3.0	5	246	47.00	1.67	Artrhopoda	Arachnida	Araneae	Theridiidae	0	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0001
1098	3	3.0	5	247	45.00	1.65	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0221
1099	3	3.0	5	248	39.00	1.59	Artrhopoda	Arachnida	Araneae	Theridiidae	0	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0001
1100	3	3.0	5	249	39.50	1.60	Artrhopoda	Arachnida	Araneae	Theridiidae	0	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0001
1103	3	3.0	5	252	40.00	1.60	Artrhopoda	Insecta	Hymenoptera	Formicidae	Formicinae	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0001
1104	3	3.0	5	253	40.00	1.60	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0001
1105	3	3.0	5	254	37.00	1.57	Artrhopoda	Chilopoda	Geophilomorpha	0	0	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0007
1106	3	3.0	5	255	37.50	1.57	Artrhopoda	Chilopoda	Geophilomorpha	0	0	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0064
1107	3	3.0	5	256	40.00	1.60	Artrhopoda	Arachnida	Araneae	Titanoecidae	0	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0001
1108	3	3.0	5	257	41.00	1.61	Artrhopoda	Arachnida	Araneae	0	0	0	0	0	No	MAAltitude	-22.81	-45.549	1474	HortoFlorestalCamposdoJordao			16	0.0001
1109	3	3.0	6	258	32.00	1.51	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MAAltitude	-22.768	-45.588	1474	HortoFlorestalCamposdoJordao			16	0.0001
1112	3	3.0	6	261	37.50	1.57	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	MAAltitude	-22.768	-45.588	1474	HortoFlorestalCamposdoJordao			17	0.0001
1113	3	3.0	6	262	38.00	1.58	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MAAltitude	-22.768	-45.588	1474	HortoFlorestalCamposdoJordao			17	0.0001
1114	3	3.0	6	263	39.00	1.59	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MAAltitude	-22.768	-45.588	1474	HortoFlorestalCamposdoJordao			17	0.0001
1115	3	3.0	6	264	41.00	1.61	Artrhopoda	Arachnida	Araneae	Salticidae	0	0	0	0	No	MAAltitude	-22.768	-45.588	1474	HortoFlorestalCamposdoJordao			17	0.0001
1116	3	3.0	6	265	44.00	1.64	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MAAltitude	-22.768	-45.588	1474	HortoFlorestalCamposdoJordao			17	0.0001
1117	3	3.0	6	266	35.00	1.54	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MAAltitude	-22.768	-45.588	1474	HortoFlorestalCamposdoJordao			17	0.0001
1118	3	3.0	6	267	36.00	1.56	Artrhopoda	Diplopoda	Polydesmida	0	0	0	0	0	No	MAAltitude	-22.768	-45.588	1474	HortoFlorestalCamposdoJordao			17	0.0001
1119	3	3.0	6	268	36.00	1.56	Artrhopoda	Arachnida	Opiliones	Gonyleptidae	0	0	0	0	No	MAAltitude	-22.768	-45.588	1474	HortoFlorestalCamposdoJordao			17	0.0001
1120	3	3.0	6	269	37.00	1.57	Artrhopoda	Arachnida	Opiliones	Gonyleptidae	0	0	0	0	No	MAAltitude	-22.768	-45.588	1474	HortoFlorestalCamposdoJordao			17	0.0001
1121	3	3.0	6	270	37.00	1.57	Artrhopoda	Arachnida	Araneae	Titanoecidae	0	0	0	0	No	MAAltitude	-22.768	-45.588	1474	HortoFlorestalCamposdoJordao			17	0.0001
1122	3	3.0	6	271	38.50	1.59	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Aphaenogaster	0	0	No	MAAltitude	-22.768	-45.588	1474	HortoFlorestalCamposdoJordao			17	0.0001
1123	3	3.0	6	272	39.00	1.59	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MAAltitude	-22.768	-45.588	1474	HortoFlorestalCamposdoJordao			17	0.0001
1124	3	3.0	6	273	41.00	1.61	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MAAltitude	-22.768	-45.588	1474	HortoFlorestalCamposdoJordao			17	0.0001
1125	3	3.0	6	274	41.00	1.61	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MAAltitude	-22.768	-45.588	1474	HortoFlorestalCamposdoJordao			17	0.0001
1126	3	3.0	6	275	41.00	1.61	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MAAltitude	-22.768	-45.588	1474	HortoFlorestalCamposdoJordao			17	0.0001
1127	3	3.0	6	276	41.00	1.61	Artrhopoda	Insecta	Hymenoptera	Formicidae	Formicinae	0	0	0	No	MAAltitude	-22.768	-45.588	1474	HortoFlorestalCamposdoJordao			17	0.0001
1128	3	3.0	6	277	44.00	1.64	Artrhopoda	Insecta	Hymenoptera	Formicidae	Formicinae	0	0	0	No	MAAltitude	-22.768	-45.588	1474	HortoFlorestalCamposdoJordao			17	0.0007
1129	3	3.0	6	278	35.00	1.54	Artrhopoda	Chilopoda	Geophilomorpha	0	0	0	0	0	No	MAAltitude	-22.768	-45.588	1474	HortoFlorestalCamposdoJordao			17	0.0001
1130	3	3.0	6	279	36.00	1.56	Artrhopoda	Arachnida	Opiliones	Gonyleptidae	0	0	0	0	No	MAAltitude	-22.768	-45.588	1474	HortoFlorestalCamposdoJordao			17	0.0001
